mfcc_mean_0,mfcc_std_0,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,mfcc_mean_14,mfcc_std_14,mfcc_mean_15,mfcc_std_15,mfcc_mean_16,mfcc_std_16,mfcc_mean_17,mfcc_std_17,mfcc_mean_18,mfcc_std_18,mfcc_mean_19,mfcc_std_19,label,modality,source,original_filename,segment_filename
-719.9581861418646,18.330832267426636,186.91766619099946,16.037288549240465,-26.650004739542524,11.433808329170256,11.681624052708264,7.852812401489093,-28.682451298409546,7.333992132968476,20.4419647369039,11.40342174008043,-31.09833090106036,9.13782137480175,-20.045545926249577,8.327532187268902,-24.35215384820501,6.594224302568933,-13.730726876259574,4.202934344037602,-2.3176423099889085,2.9361358097798194,-12.962631396713025,1.819777440738489,-8.978654236143134,1.5070642731385988,-11.307443409577917,2.943504296238014,-0.47933415873180596,3.0699628653445865,-11.540924177812549,4.676223827487388,-9.98858898899308,3.9757589757457468,-10.154439236057446,3.9806397668749622,-5.132331623287486,2.411893489477604,-7.1254696088827565,2.744441894869566,1,HS,HS,HS/F_MSM_A.wav,train/HS_segmented/F_MSM_A_seg_0.wav
-731.242569617668,12.319357665916504,181.4702874510063,14.53780423252568,-33.84105863596007,6.530856152695605,8.64686154624017,4.374282370359162,-29.013368220387594,7.523513656893381,21.078020645986683,9.155468591841641,-29.593696491743955,10.247548839556229,-19.70094396819067,6.724369923790287,-24.01371580532181,7.209720472565447,-11.339264594855143,4.646726786132441,-2.889811578910433,3.1992043662916583,-14.874832706989597,3.2398315213942723,-7.312531267117967,1.8603550198979444,-12.598538137090475,3.1905874981336226,0.002597593517891239,3.7602448957395667,-11.922518584461208,3.0600335538603436,-10.454218766343928,3.4521342895633547,-9.073897554639167,2.2042576050243894,-6.109138112197089,2.785249316699314,-7.547340616137293,2.1866533105496244,1,HS,HS,HS/F_MSM_A.wav,train/HS_segmented/F_MSM_A_seg_1.wav
-727.0626536728641,12.07929060902912,179.20316596136763,18.955770365869334,-31.02831957131946,10.490888920064299,11.541103696277007,9.141466231126008,-30.800101466911507,7.265991717175681,24.11438607866768,8.811907358864358,-28.728239853963636,8.12662201444456,-16.28285623413145,6.9726920181605045,-22.323832144434647,5.8236793417110375,-13.13944085391175,4.811032537739384,-3.2583064440741927,3.7277141829230973,-14.213850075292854,3.258041321789161,-8.841741524761343,2.548339708765773,-12.32412849979503,3.714415728491737,-0.5649860232758477,1.6253538039352922,-10.749811225895574,4.13394203922111,-8.854945499907991,3.9226004762578643,-9.45247139300427,3.0884371240136246,-4.6048832837775375,3.050665471234177,-6.351417092087247,3.3554294924208925,1,HS,HS,HS/F_MSM_A.wav,train/HS_segmented/F_MSM_A_seg_2.wav
-720.1131864922497,22.319671316056098,180.88297426327796,16.057986023077337,-32.24193969460572,8.792506413932145,12.020319048222433,9.201053069970849,-32.29580087864316,8.028085212068522,22.52406256412141,9.832021429759003,-29.877347304150696,10.231742848015573,-17.998057680520986,6.16495736629197,-24.546061166912487,6.859404124683029,-12.610753720160439,3.8803392421600287,-3.937655145689038,3.640113459193122,-15.581384606012627,3.0544287694091223,-10.305865579041892,3.0734684897397093,-12.266704722045892,3.1639584189946417,-1.6103132125872452,2.517173336514234,-11.878938405490754,2.810604811186221,-9.513563297193448,3.57544561540192,-10.381270533909863,2.590833948483847,-4.03609278164414,2.7358061507562144,-6.349990416666055,2.766705813624757,1,HS,HS,HS/F_MSM_A.wav,train/HS_segmented/F_MSM_A_seg_3.wav
-728.0558941792377,15.045817437293088,183.66193313705708,17.23136473989171,-31.727811763158194,7.3868494297836635,12.245075433861624,3.123626427778261,-27.48550654148469,6.874104378262136,25.995635532977104,9.99574493869811,-25.640455466201253,10.242340945638393,-14.839095348545477,6.406895182701371,-22.470476837654434,6.573634868819168,-12.391791436505812,4.477198581276525,-3.1055394942492764,2.72302664993727,-14.440640415412881,4.491233382542964,-10.207363937849138,2.0934150661899897,-14.958567054278074,2.5174438460775463,-3.2776846749177855,1.7747933581360427,-11.924769499351811,2.7323760507446213,-9.730800306745863,4.0542450045442155,-11.910918360722492,1.9840462116146285,-6.288138637697379,1.4395672925883602,-6.703106317456011,2.727862587591749,1,HS,HS,HS/F_MSM_A.wav,train/HS_segmented/F_MSM_A_seg_4.wav
-723.0241895667169,22.435053280431802,192.1273094463001,21.59826967238386,-30.56966422269953,8.123419399067245,9.434909271141642,5.48692127323788,-31.461928311793656,4.078681172485791,20.845037667256257,6.779616151690096,-29.804440117441196,8.857789443923807,-17.891703397227737,6.551513400856107,-24.93072379076021,4.153591704834614,-14.329694024826683,3.1660656518909422,-4.217352022285148,2.5928362684969013,-14.976121795073652,3.1763353529919818,-11.153902115511013,2.2354400645174706,-15.155906911393082,2.459729410869335,-2.1199021760808785,3.8997467900272245,-10.725580301984648,3.1499746407745515,-7.632091370089222,4.14548157074883,-9.75174190200348,3.725134469910675,-4.501453165093303,2.9676890110217253,-6.012134444012316,3.346040922209546,1,HS,HS,HS/F_MSM_A.wav,train/HS_segmented/F_MSM_A_seg_5.wav
-732.452961739571,16.415325285276182,172.55281514950758,18.593687000854004,-38.288555518139745,10.783179321082146,10.863857221606532,5.122704755269064,-28.2075795761994,6.783745533647576,23.673755552915836,6.018804335730574,-29.067282473159864,7.015590805972781,-15.749861016163035,4.189740654881347,-22.74325054925597,5.815876922298486,-13.846821449388209,3.274773453878404,-6.276646748243376,3.522770243786404,-19.39469784077818,4.013904522550594,-13.903387736992318,3.2622792553892026,-16.596531889531065,3.9679649652965905,-6.477077194675524,3.012066437854022,-15.596650180841731,3.839096598870974,-11.241696182537051,2.6167123359828044,-13.526749770700164,2.165853615062169,-7.177275536930537,2.401577563166498,-8.019817202363534,1.996297003267688,1,HS,HS,HS/F_MSM_A.wav,train/HS_segmented/F_MSM_A_seg_6.wav
-636.7406573984008,92.54692547971605,188.27509794817303,48.718774730514056,-49.303695707348005,33.4848306633667,-27.05886755327745,16.474550090937324,-7.017146250657261,8.358099863780502,10.738789982741096,12.455843258430479,-10.493827447720452,6.400772726123108,-23.327179117511754,3.355600888162162,-21.77474793154198,3.348878569104932,-18.38501356036128,3.695731330976249,-4.7159496295231085,6.779054972563679,-11.104521913045193,5.747557262661092,-10.475197411631378,3.0673265590708727,-11.477534458373896,3.6894589995142875,-9.988356862969145,5.0558328132210635,-10.376106456079071,3.709551612314028,-11.887564011330369,4.177435361503512,-9.640623015138551,2.373243296005637,-11.825674155183902,2.6150402051094495,-9.752782420062374,3.918647535702415,1,HS,HS,HS/M_AVB_RC.wav,train/HS_segmented/M_AVB_RC_seg_0.wav
-680.3828716863944,41.21411529375704,192.57078386048116,19.61891698285914,-69.64117191594397,39.299986489656156,-17.275754074555252,13.520027260358129,-29.139606938820894,10.299995774718727,29.10115689262941,7.888684075272675,-25.436989633313544,10.86889506468997,-18.063611486785753,3.6595971616239424,-28.506508439585005,5.904852941559618,-19.265108822519306,3.7850458995827436,-6.6127677008087975,2.47806730713006,-13.27852188592373,3.1133018300575643,-9.821855104735434,2.164615429300271,-17.29876958341112,3.917313272105877,-7.19531475402956,2.6915904987314976,-14.814080434475905,2.6313072912004873,-8.511500691347916,2.2970516457635837,-11.909715457876326,3.0525880007354047,-9.990778148265438,2.024826702305457,-10.306520548467436,3.0253505837400545,1,HS,HS,HS/M_AVB_RC.wav,train/HS_segmented/M_AVB_RC_seg_1.wav
-637.4559485472098,16.428020423522543,214.45658629452257,25.414359594883212,-90.16298548483715,11.446882922164233,-19.6373409435506,16.30556493352791,-21.287417115608896,8.08965715272826,35.04006949673566,10.967158210634864,-22.396786023297388,7.577148700608949,-6.801913973539614,5.981467442448275,-25.041729767807944,4.5937703071751415,-16.108637327677812,5.857857408465003,-0.7752876735067352,3.22808654812193,-5.201719031340555,1.6739793353540797,-5.284145551804346,2.8597718293759757,-10.749524022907327,3.0608981522464136,-2.2703556154325115,3.087432964092514,-11.337120791195765,2.837840079630457,-4.87235233056937,3.8706104714106195,-7.580146095046895,2.351283621851719,-7.303257919737274,2.0733346133951587,-8.479713073612283,4.238384305432899,1,HS,HS,HS/M_AVB_RC.wav,train/HS_segmented/M_AVB_RC_seg_2.wav
