filename,label
F_N_RC_seg_0.wav,0
F_N_RC_seg_1.wav,0
F_N_RC_seg_2.wav,0
F_N_RC_seg_3.wav,0
F_N_RC_seg_4.wav,0
F_N_RC_seg_5.wav,0
F_N_RC_seg_6.wav,0
F_N_RC_seg_7.wav,0
F_N_RC_seg_8.wav,0
F_N_RC_seg_9.wav,0
F_N_RC_seg_10.wav,0
F_N_RC_seg_11.wav,0
F_N_RC_seg_12.wav,0
F_N_RC_seg_13.wav,0
F_N_RC_seg_14.wav,0
F_N_RC_seg_15.wav,0
F_N_RC_seg_16.wav,0
F_N_RC_seg_17.wav,0
F_N_RC_seg_18.wav,0
F_N_RC_seg_19.wav,0
F_N_RC_seg_20.wav,0
F_N_RC_seg_21.wav,0
F_N_RC_seg_22.wav,0
F_N_RC_seg_23.wav,0
F_N_RC_seg_24.wav,0
F_N_RC_seg_25.wav,0
F_N_RC_seg_26.wav,0
F_N_LC_seg_0.wav,0
F_N_LC_seg_1.wav,0
F_N_LC_seg_2.wav,0
F_N_LC_seg_3.wav,0
F_N_LC_seg_4.wav,0
F_N_LC_seg_5.wav,0
F_N_LC_seg_6.wav,0
F_N_LC_seg_7.wav,0
F_N_LC_seg_8.wav,0
F_N_LC_seg_9.wav,0
F_N_LC_seg_10.wav,0
F_N_LC_seg_11.wav,0
F_N_LC_seg_12.wav,0
F_N_LC_seg_13.wav,0
F_N_LC_seg_14.wav,0
F_N_LC_seg_15.wav,0
F_N_LC_seg_16.wav,0
F_N_LC_seg_17.wav,0
F_N_LC_seg_18.wav,0
F_N_LC_seg_19.wav,0
F_N_LC_seg_20.wav,0
F_N_LC_seg_21.wav,0
F_N_LC_seg_22.wav,0
F_N_LC_seg_23.wav,0
F_N_LC_seg_24.wav,0
F_N_LC_seg_25.wav,0
F_N_LC_seg_26.wav,0
M_N_RUSB_seg_0.wav,0
M_N_RUSB_seg_1.wav,0
M_N_RUSB_seg_2.wav,0
M_N_RUSB_seg_3.wav,0
M_N_RUSB_seg_4.wav,0
M_N_RUSB_seg_5.wav,0
M_N_RUSB_seg_6.wav,0
M_N_RUSB_seg_7.wav,0
M_N_RUSB_seg_8.wav,0
M_N_RUSB_seg_9.wav,0
M_N_RUSB_seg_10.wav,0
M_N_RUSB_seg_11.wav,0
M_N_RUSB_seg_12.wav,0
M_N_RUSB_seg_13.wav,0
M_N_RUSB_seg_14.wav,0
M_N_RUSB_seg_15.wav,0
M_N_RUSB_seg_16.wav,0
M_N_RUSB_seg_17.wav,0
M_N_RUSB_seg_18.wav,0
M_N_RUSB_seg_19.wav,0
M_N_RUSB_seg_20.wav,0
M_N_RUSB_seg_21.wav,0
M_N_RUSB_seg_22.wav,0
M_N_RUSB_seg_23.wav,0
M_N_RUSB_seg_24.wav,0
M_N_RUSB_seg_25.wav,0
M_N_RUSB_seg_26.wav,0
F_N_LUSB_seg_0.wav,0
F_N_LUSB_seg_1.wav,0
F_N_LUSB_seg_2.wav,0
F_N_LUSB_seg_3.wav,0
F_N_LUSB_seg_4.wav,0
F_N_LUSB_seg_5.wav,0
F_N_LUSB_seg_6.wav,0
F_N_LUSB_seg_7.wav,0
F_N_LUSB_seg_8.wav,0
F_N_LUSB_seg_9.wav,0
F_N_LUSB_seg_10.wav,0
F_N_LUSB_seg_11.wav,0
F_N_LUSB_seg_12.wav,0
F_N_LUSB_seg_13.wav,0
F_N_LUSB_seg_14.wav,0
F_N_LUSB_seg_15.wav,0
F_N_LUSB_seg_16.wav,0
F_N_LUSB_seg_17.wav,0
F_N_LUSB_seg_18.wav,0
F_N_LUSB_seg_19.wav,0
F_N_LUSB_seg_20.wav,0
F_N_LUSB_seg_21.wav,0
F_N_LUSB_seg_22.wav,0
F_N_LUSB_seg_23.wav,0
F_N_LUSB_seg_24.wav,0
F_N_LUSB_seg_25.wav,0
F_N_LUSB_seg_26.wav,0
F_N_LLSB_seg_0.wav,0
F_N_LLSB_seg_1.wav,0
F_N_LLSB_seg_2.wav,0
F_N_LLSB_seg_3.wav,0
F_N_LLSB_seg_4.wav,0
F_N_LLSB_seg_5.wav,0
F_N_LLSB_seg_6.wav,0
F_N_LLSB_seg_7.wav,0
F_N_LLSB_seg_8.wav,0
F_N_LLSB_seg_9.wav,0
F_N_LLSB_seg_10.wav,0
F_N_LLSB_seg_11.wav,0
F_N_LLSB_seg_12.wav,0
F_N_LLSB_seg_13.wav,0
F_N_LLSB_seg_14.wav,0
F_N_LLSB_seg_15.wav,0
F_N_LLSB_seg_16.wav,0
F_N_LLSB_seg_17.wav,0
F_N_LLSB_seg_18.wav,0
F_N_LLSB_seg_19.wav,0
F_N_LLSB_seg_20.wav,0
F_N_LLSB_seg_21.wav,0
F_N_LLSB_seg_22.wav,0
F_N_LLSB_seg_23.wav,0
F_N_LLSB_seg_24.wav,0
F_N_LLSB_seg_25.wav,0
F_N_LLSB_seg_26.wav,0
F_N_A_seg_0.wav,0
F_N_A_seg_1.wav,0
F_N_A_seg_2.wav,0
F_N_A_seg_3.wav,0
F_N_A_seg_4.wav,0
F_N_A_seg_5.wav,0
F_N_A_seg_6.wav,0
F_N_A_seg_7.wav,0
F_N_A_seg_8.wav,0
F_N_A_seg_9.wav,0
F_N_A_seg_10.wav,0
F_N_A_seg_11.wav,0
F_N_A_seg_12.wav,0
F_N_A_seg_13.wav,0
F_N_A_seg_14.wav,0
F_N_A_seg_15.wav,0
F_N_A_seg_16.wav,0
F_N_A_seg_17.wav,0
F_N_A_seg_18.wav,0
F_N_A_seg_19.wav,0
F_N_A_seg_20.wav,0
F_N_A_seg_21.wav,0
F_N_A_seg_22.wav,0
F_N_A_seg_23.wav,0
