filename,label
M_N_RUA_seg_0.wav,0
M_N_RUA_seg_1.wav,0
M_N_RUA_seg_2.wav,0
M_N_RUA_seg_3.wav,0
M_N_RUA_seg_4.wav,0
M_N_RUA_seg_5.wav,0
M_N_RUA_seg_6.wav,0
M_N_RUA_seg_7.wav,0
M_N_RUA_seg_8.wav,0
M_N_RUA_seg_9.wav,0
M_N_RUA_seg_10.wav,0
M_N_RUA_seg_11.wav,0
M_N_RUA_seg_12.wav,0
M_N_RUA_seg_13.wav,0
M_N_RUA_seg_14.wav,0
M_N_RUA_seg_15.wav,0
M_N_RUA_seg_16.wav,0
M_N_RUA_seg_17.wav,0
M_N_RUA_seg_18.wav,0
M_N_RUA_seg_19.wav,0
M_N_RUA_seg_20.wav,0
M_N_RUA_seg_21.wav,0
M_N_RUA_seg_22.wav,0
M_N_RUA_seg_23.wav,0
M_N_RUA_seg_24.wav,0
M_N_RUA_seg_25.wav,0
M_N_RUA_seg_26.wav,0
F_N_LUA_seg_0.wav,0
F_N_LUA_seg_1.wav,0
F_N_LUA_seg_2.wav,0
F_N_LUA_seg_3.wav,0
F_N_LUA_seg_4.wav,0
F_N_LUA_seg_5.wav,0
F_N_LUA_seg_6.wav,0
F_N_LUA_seg_7.wav,0
F_N_LUA_seg_8.wav,0
F_N_LUA_seg_9.wav,0
F_N_LUA_seg_10.wav,0
F_N_LUA_seg_11.wav,0
F_N_LUA_seg_12.wav,0
F_N_LUA_seg_13.wav,0
F_N_LUA_seg_14.wav,0
F_N_LUA_seg_15.wav,0
F_N_LUA_seg_16.wav,0
F_N_LUA_seg_17.wav,0
F_N_LUA_seg_18.wav,0
F_N_LUA_seg_19.wav,0
F_N_LUA_seg_20.wav,0
F_N_LUA_seg_21.wav,0
F_N_LUA_seg_22.wav,0
F_N_LUA_seg_23.wav,0
F_N_LUA_seg_24.wav,0
F_N_LUA_seg_25.wav,0
F_N_LUA_seg_26.wav,0
F_N_RMA_seg_0.wav,0
F_N_RMA_seg_1.wav,0
F_N_RMA_seg_2.wav,0
F_N_RMA_seg_3.wav,0
F_N_RMA_seg_4.wav,0
F_N_RMA_seg_5.wav,0
F_N_RMA_seg_6.wav,0
F_N_RMA_seg_7.wav,0
F_N_RMA_seg_8.wav,0
F_N_RMA_seg_9.wav,0
F_N_RMA_seg_10.wav,0
F_N_RMA_seg_11.wav,0
F_N_RMA_seg_12.wav,0
F_N_RMA_seg_13.wav,0
F_N_RMA_seg_14.wav,0
F_N_RMA_seg_15.wav,0
F_N_RMA_seg_16.wav,0
F_N_RMA_seg_17.wav,0
F_N_RMA_seg_18.wav,0
F_N_RMA_seg_19.wav,0
F_N_RMA_seg_20.wav,0
F_N_RMA_seg_21.wav,0
F_N_RMA_seg_22.wav,0
F_N_RMA_seg_23.wav,0
F_N_RMA_seg_24.wav,0
F_N_RMA_seg_25.wav,0
F_N_RMA_seg_26.wav,0
F_N_LMA_seg_0.wav,0
F_N_LMA_seg_1.wav,0
F_N_LMA_seg_2.wav,0
F_N_LMA_seg_3.wav,0
F_N_LMA_seg_4.wav,0
F_N_LMA_seg_5.wav,0
F_N_LMA_seg_6.wav,0
F_N_LMA_seg_7.wav,0
F_N_LMA_seg_8.wav,0
F_N_LMA_seg_9.wav,0
F_N_LMA_seg_10.wav,0
F_N_LMA_seg_11.wav,0
F_N_LMA_seg_12.wav,0
F_N_LMA_seg_13.wav,0
F_N_LMA_seg_14.wav,0
F_N_LMA_seg_15.wav,0
F_N_LMA_seg_16.wav,0
F_N_LMA_seg_17.wav,0
F_N_LMA_seg_18.wav,0
F_N_LMA_seg_19.wav,0
F_N_LMA_seg_20.wav,0
F_N_LMA_seg_21.wav,0
F_N_LMA_seg_22.wav,0
F_N_LMA_seg_23.wav,0
F_N_LMA_seg_24.wav,0
F_N_LMA_seg_25.wav,0
F_N_LMA_seg_26.wav,0
M_N_RLA_seg_0.wav,0
M_N_RLA_seg_1.wav,0
M_N_RLA_seg_2.wav,0
M_N_RLA_seg_3.wav,0
M_N_RLA_seg_4.wav,0
